[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_UNIQUE_NAME],[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[COD_SUBCIR].&[22D02C06S02],22D02C06S02,2058
[DIVADM].[COD_SUBCIR].&[22D02C07S01],22D02C07S01,1854
[DIVADM].[COD_SUBCIR].&[22D02C08S01],22D02C08S01,2189
[DIVADM].[COD_SUBCIR].&[22D02C08S02],22D02C08S02,16709
[DIVADM].[COD_SUBCIR].&[22D02C08S03],22D02C08S03,3803
[DIVADM].[COD_SUBCIR].&[22D02C09S01],22D02C09S01,173
[DIVADM].[COD_SUBCIR].&[22D02C10S01],22D02C10S01,363
[DIVADM].[COD_SUBCIR].&[22D02C11S01],22D02C11S01,1747
[DIVADM].[COD_SUBCIR].&[22D03C01S01],22D03C01S01,297
[DIVADM].[COD_SUBCIR].&[22D03C02S01],22D03C02S01,500
[DIVADM].[COD_SUBCIR].&[22D03C03S01],22D03C03S01,38
[DIVADM].[COD_SUBCIR].&[23D01C01S01],23D01C01S01,4389
[DIVADM].[COD_SUBCIR].&[23D01C02S01],23D01C02S01,11676
[DIVADM].[COD_SUBCIR].&[23D01C02S02],23D01C02S02,48444
[DIVADM].[COD_SUBCIR].&[23D01C02S03],23D01C02S03,31253
[DIVADM].[COD_SUBCIR].&[23D01C02S04],23D01C02S04,54606
[DIVADM].[COD_SUBCIR].&[23D01C03S01],23D01C03S01,10071
[DIVADM].[COD_SUBCIR].&[23D01C03S02],23D01C03S02,24032
[DIVADM].[COD_SUBCIR].&[23D01C04S01],23D01C04S01,4454
[DIVADM].[COD_SUBCIR].&[23D01C04S02],23D01C04S02,14012
[DIVADM].[COD_SUBCIR].&[23D01C04S03],23D01C04S03,6374
[DIVADM].[COD_SUBCIR].&[23D01C05S01],23D01C05S01,38801
[DIVADM].[COD_SUBCIR].&[23D01C05S02],23D01C05S02,30970
[DIVADM].[COD_SUBCIR].&[23D01C06S01],23D01C06S01,19004
[DIVADM].[COD_SUBCIR].&[23D01C06S02],23D01C06S02,11324
[DIVADM].[COD_SUBCIR].&[23D01C07S01],23D01C07S01,35231
[DIVADM].[COD_SUBCIR].&[23D01C07S02],23D01C07S02,5403
[DIVADM].[COD_SUBCIR].&[23D01C08S01],23D01C08S01,2360
[DIVADM].[COD_SUBCIR].&[23D01C09S01],23D01C09S01,19683
[DIVADM].[COD_SUBCIR].&[23D01C09S02],23D01C09S02,15704
[DIVADM].[COD_SUBCIR].&[23D01C10S01],23D01C10S01,11974
[DIVADM].[COD_SUBCIR].&[23D01C11S01],23D01C11S01,16183
[DIVADM].[COD_SUBCIR].&[23D01C12S01],23D01C12S01,2647
[DIVADM].[COD_SUBCIR].&[23D01C13S01],23D01C13S01,2383
[DIVADM].[COD_SUBCIR].&[23D01C14S01],23D01C14S01,7347
[DIVADM].[COD_SUBCIR].&[23D01C15S01],23D01C15S01,5407
[DIVADM].[COD_SUBCIR].&[23D01C16S01],23D01C16S01,12715
[DIVADM].[COD_SUBCIR].&[23D01C16S02],23D01C16S02,1280
[DIVADM].[COD_SUBCIR].&[23D01C17S01],23D01C17S01,7803
[DIVADM].[COD_SUBCIR].&[23D02C01S01],23D02C01S01,8565
[DIVADM].[COD_SUBCIR].&[23D02C01S02],23D02C01S02,15069
[DIVADM].[COD_SUBCIR].&[23D02C01S03],23D02C01S03,29744
[DIVADM].[COD_SUBCIR].&[23D02C02S01],23D02C02S01,15340
[DIVADM].[COD_SUBCIR].&[23D02C03S01],23D02C03S01,58724
[DIVADM].[COD_SUBCIR].&[23D02C03S02],23D02C03S02,14045
[DIVADM].[COD_SUBCIR].&[23D02C04S01],23D02C04S01,16005
[DIVADM].[COD_SUBCIR].&[23D02C04S02],23D02C04S02,5822
[DIVADM].[COD_SUBCIR].&[23D02C04S03],23D02C04S03,17610
[DIVADM].[COD_SUBCIR].&[23D02C05S01],23D02C05S01,19992
[DIVADM].[COD_SUBCIR].&[23D02C05S02],23D02C05S02,5551
[DIVADM].[COD_SUBCIR].&[23D02C06S01],23D02C06S01,12946
[DIVADM].[COD_SUBCIR].&[23D02C06S02],23D02C06S02,23413
[DIVADM].[COD_SUBCIR].&[23D02C06S03],23D02C06S03,133
[DIVADM].[COD_SUBCIR].&[23D02C07S01],23D02C07S01,10923
[DIVADM].[COD_SUBCIR].&[23D02C08S01],23D02C08S01,8309
[DIVADM].[COD_SUBCIR].&[23D02C08S02],23D02C08S02,675
[DIVADM].[COD_SUBCIR].&[23D02C08S03],23D02C08S03,547
[DIVADM].[COD_SUBCIR].&[23D02C09S01],23D02C09S01,6241
[DIVADM].[COD_SUBCIR].&[23D02C10S01],23D02C10S01,1047
[DIVADM].[COD_SUBCIR].&[23D02C11S01],23D02C11S01,7704
[DIVADM].[COD_SUBCIR].&[23D03C01S01],23D03C01S01,14001
[DIVADM].[COD_SUBCIR].&[23D03C01S02],23D03C01S02,15648
[DIVADM].[COD_SUBCIR].&[23D03C01S03],23D03C01S03,33983
[DIVADM].[COD_SUBCIR].&[23D03C02S01],23D03C02S01,5264
[DIVADM].[COD_SUBCIR].&[23D03C02S02],23D03C02S02,2687
[DIVADM].[COD_SUBCIR].&[23D03C03S01],23D03C03S01,3227
[DIVADM].[COD_SUBCIR].&[24D01C01S01],24D01C01S01,6888
[DIVADM].[COD_SUBCIR].&[24D01C01S02],24D01C01S02,1221
[DIVADM].[COD_SUBCIR].&[24D01C02S01],24D01C02S01,688
[DIVADM].[COD_SUBCIR].&[24D01C03S01],24D01C03S01,4158
[DIVADM].[COD_SUBCIR].&[24D01C03S02],24D01C03S02,4678
[DIVADM].[COD_SUBCIR].&[24D01C04S01],24D01C04S01,7066
[DIVADM].[COD_SUBCIR].&[24D01C04S02],24D01C04S02,12392
[DIVADM].[COD_SUBCIR].&[24D01C04S03],24D01C04S03,26299
[DIVADM].[COD_SUBCIR].&[24D01C04S04],24D01C04S04,10761
[DIVADM].[COD_SUBCIR].&[24D01C05S01],24D01C05S01,18727
[DIVADM].[COD_SUBCIR].&[24D01C06S01],24D01C06S01,4344
[DIVADM].[COD_SUBCIR].&[24D01C07S01],24D01C07S01,4956
[DIVADM].[COD_SUBCIR].&[24D01C08S01],24D01C08S01,3642
[DIVADM].[COD_SUBCIR].&[24D01C09S01],24D01C09S01,7990
[DIVADM].[COD_SUBCIR].&[24D01C10S01],24D01C10S01,20065
[DIVADM].[COD_SUBCIR].&[24D02C01S01],24D02C01S01,9012
[DIVADM].[COD_SUBCIR].&[24D02C01S02],24D02C01S02,14994
[DIVADM].[COD_SUBCIR].&[24D02C01S03],24D02C01S03,11471
[DIVADM].[COD_SUBCIR].&[24D02C01S04],24D02C01S04,8347
[DIVADM].[COD_SUBCIR].&[24D02C02S01],24D02C02S01,6811
[DIVADM].[COD_SUBCIR].&[24D02C02S02],24D02C02S02,15465
[DIVADM].[COD_SUBCIR].&[24D02C03S01],24D02C03S01,27201
[DIVADM].[COD_SUBCIR].&[24D02C03S02],24D02C03S02,6272
[DIVADM].[COD_SUBCIR].&[24D02C04S01],24D02C04S01,18513
[DIVADM].[COD_SUBCIR].&[24D02C05S01],24D02C05S01,9593
[DIVADM].[COD_SUBCIR].&[24D02C05S02],24D02C05S02,23169
[DIVADM].[COD_SUBCIR].&[24D02C05S03],24D02C05S03,12264
[DIVADM].[COD_SUBCIR].&[24D02C06S01],24D02C06S01,5173
[DIVADM].[COD_SUBCIR].&[24D02C06S02],24D02C06S02,6992
[DIVADM].[COD_SUBCIR].&[24D02C06S03],24D02C06S03,9362
[DIVADM].[COD_SUBCIR].&[24D02C07S01],24D02C07S01,19198
[DIVADM].[COD_SUBCIR].&[24D02C07S02],24D02C07S02,4333
[DIVADM].[COD_SUBCIR].&[24D02C08S01],24D02C08S01,11694
[DIVADM].[COD_SUBCIR].&,,4347
